start;end;downloads;package
2016-08-01;2016-08-31;154;AntAngioCOOL
2016-09-01;2016-09-30;195;AntAngioCOOL
2016-10-01;2016-10-31;225;AntAngioCOOL
2016-11-01;2016-11-30;213;AntAngioCOOL
2016-12-01;2016-12-31;219;AntAngioCOOL
2017-01-01;2017-01-31;209;AntAngioCOOL
2017-02-01;2017-02-28;152;AntAngioCOOL
2017-03-01;2017-03-31;183;AntAngioCOOL
2017-04-01;2017-04-30;379;AntAngioCOOL
2017-05-01;2017-05-31;191;AntAngioCOOL
2017-06-01;2017-06-30;181;AntAngioCOOL
2017-07-01;2017-07-31;196;AntAngioCOOL
2017-08-01;2017-08-31;191;AntAngioCOOL
2017-09-01;2017-09-30;229;AntAngioCOOL
2017-10-01;2017-10-31;195;AntAngioCOOL
2017-11-01;2017-11-30;191;AntAngioCOOL
2017-12-01;2017-12-31;133;AntAngioCOOL
2018-01-01;2018-01-31;175;AntAngioCOOL
2018-02-01;2018-02-28;187;AntAngioCOOL
2018-03-01;2018-03-31;159;AntAngioCOOL
2018-04-01;2018-04-30;307;AntAngioCOOL
2018-05-01;2018-05-31;235;AntAngioCOOL
2018-06-01;2018-06-30;327;AntAngioCOOL
2018-07-01;2018-07-31;222;AntAngioCOOL
2018-08-01;2018-08-31;145;AntAngioCOOL
2018-09-01;2018-09-30;425;AntAngioCOOL
2018-10-01;2018-10-31;359;AntAngioCOOL
2018-11-01;2018-11-30;364;AntAngioCOOL
2018-12-01;2018-12-31;306;AntAngioCOOL
2019-01-01;2019-01-31;383;AntAngioCOOL
2019-02-01;2019-02-28;336;AntAngioCOOL
2019-03-01;2019-03-31;615;AntAngioCOOL
2019-04-01;2019-04-30;453;AntAngioCOOL
2019-05-01;2019-05-31;597;AntAngioCOOL
2019-06-01;2019-06-30;264;AntAngioCOOL
2019-07-01;2019-07-31;519;AntAngioCOOL
2019-08-01;2019-08-31;377;AntAngioCOOL
2019-09-01;2019-09-30;382;AntAngioCOOL
2019-10-01;2019-10-31;292;AntAngioCOOL
2019-11-01;2019-11-30;366;AntAngioCOOL
2019-12-01;2019-12-31;420;AntAngioCOOL
2020-01-01;2020-01-31;768;AntAngioCOOL
2020-02-01;2020-02-29;606;AntAngioCOOL
2020-03-01;2020-03-31;591;AntAngioCOOL
2020-04-01;2020-04-30;649;AntAngioCOOL
2020-05-01;2020-05-31;845;AntAngioCOOL
2020-06-01;2020-06-30;781;AntAngioCOOL
2020-07-01;2020-07-31;709;AntAngioCOOL
2020-08-01;2020-08-31;700;AntAngioCOOL
2020-09-01;2020-09-30;856;AntAngioCOOL
2020-10-01;2020-10-31;759;AntAngioCOOL
2020-11-01;2020-11-30;692;AntAngioCOOL
2020-12-01;2020-12-31;682;AntAngioCOOL
2021-01-01;2021-01-31;638;AntAngioCOOL
2021-02-01;2021-02-28;688;AntAngioCOOL
2021-03-01;2021-03-31;548;AntAngioCOOL
2021-04-01;2021-04-30;542;AntAngioCOOL
2021-05-01;2021-05-31;558;AntAngioCOOL
2021-06-01;2021-06-30;379;AntAngioCOOL
2021-07-01;2021-07-31;396;AntAngioCOOL
2021-08-01;2021-08-31;611;AntAngioCOOL
2021-09-01;2021-09-30;452;AntAngioCOOL
2021-10-01;2021-10-31;641;AntAngioCOOL
2021-11-01;2021-11-30;955;AntAngioCOOL
2021-12-01;2021-12-31;401;AntAngioCOOL
2022-01-01;2022-01-31;292;AntAngioCOOL
2022-02-01;2022-02-28;309;AntAngioCOOL
2022-03-01;2022-03-31;432;AntAngioCOOL
2022-04-01;2022-04-30;353;AntAngioCOOL
2022-05-01;2022-05-31;391;AntAngioCOOL
2022-06-01;2022-06-30;324;AntAngioCOOL
2022-07-01;2022-07-31;401;AntAngioCOOL
2022-08-01;2022-08-31;279;AntAngioCOOL
2022-09-01;2022-09-30;296;AntAngioCOOL
2022-10-01;2022-10-31;366;AntAngioCOOL
2022-11-01;2022-11-30;304;AntAngioCOOL
2022-12-01;2022-12-31;189;AntAngioCOOL
2023-01-01;2023-01-31;217;AntAngioCOOL
2023-02-01;2023-02-28;222;AntAngioCOOL
2023-03-01;2023-03-31;292;AntAngioCOOL
2023-04-01;2023-04-30;281;AntAngioCOOL
2023-05-01;2023-05-31;240;AntAngioCOOL
2023-06-01;2023-06-30;208;AntAngioCOOL
2023-07-01;2023-07-31;197;AntAngioCOOL
2023-08-01;2023-08-31;186;AntAngioCOOL
2023-09-01;2023-09-30;166;AntAngioCOOL
2023-10-01;2023-10-31;211;AntAngioCOOL
2023-11-01;2023-11-30;250;AntAngioCOOL
2023-12-01;2023-12-31;163;AntAngioCOOL
2024-01-01;2024-01-31;430;AntAngioCOOL
2024-02-01;2024-02-29;150;AntAngioCOOL
2024-03-01;2024-03-31;219;AntAngioCOOL
2024-04-01;2024-04-30;214;AntAngioCOOL
2024-05-01;2024-05-31;225;AntAngioCOOL
2024-06-01;2024-06-26;138;AntAngioCOOL
2014-01-01;2014-01-31;293;arulesNBMiner
2014-02-01;2014-02-28;254;arulesNBMiner
2014-03-01;2014-03-31;301;arulesNBMiner
2014-04-01;2014-04-30;283;arulesNBMiner
2014-05-01;2014-05-31;253;arulesNBMiner
2014-06-01;2014-06-30;262;arulesNBMiner
2014-07-01;2014-07-31;295;arulesNBMiner
2014-08-01;2014-08-31;564;arulesNBMiner
2014-09-01;2014-09-30;371;arulesNBMiner
2014-10-01;2014-10-31;417;arulesNBMiner
2014-11-01;2014-11-30;433;arulesNBMiner
2014-12-01;2014-12-31;318;arulesNBMiner
2015-01-01;2015-01-31;491;arulesNBMiner
2015-02-01;2015-02-28;407;arulesNBMiner
2015-03-01;2015-03-31;562;arulesNBMiner
2015-04-01;2015-04-30;625;arulesNBMiner
2015-05-01;2015-05-31;487;arulesNBMiner
2015-06-01;2015-06-30;471;arulesNBMiner
2015-07-01;2015-07-31;604;arulesNBMiner
2015-08-01;2015-08-31;480;arulesNBMiner
2015-09-01;2015-09-30;487;arulesNBMiner
2015-10-01;2015-10-31;558;arulesNBMiner
2015-11-01;2015-11-30;466;arulesNBMiner
2015-12-01;2015-12-31;414;arulesNBMiner
2016-01-01;2016-01-31;518;arulesNBMiner
2016-02-01;2016-02-29;430;arulesNBMiner
2016-03-01;2016-03-31;418;arulesNBMiner
2016-04-01;2016-04-30;381;arulesNBMiner
2016-05-01;2016-05-31;382;arulesNBMiner
2016-06-01;2016-06-30;378;arulesNBMiner
2016-07-01;2016-07-31;346;arulesNBMiner
2016-08-01;2016-08-31;237;arulesNBMiner
2016-09-01;2016-09-30;341;arulesNBMiner
2016-10-01;2016-10-31;339;arulesNBMiner
2016-11-01;2016-11-30;365;arulesNBMiner
2016-12-01;2016-12-31;383;arulesNBMiner
2017-01-01;2017-01-31;366;arulesNBMiner
2017-02-01;2017-02-28;251;arulesNBMiner
2017-03-01;2017-03-31;592;arulesNBMiner
2017-04-01;2017-04-30;805;arulesNBMiner
2017-05-01;2017-05-31;605;arulesNBMiner
2017-06-01;2017-06-30;481;arulesNBMiner
2017-07-01;2017-07-31;464;arulesNBMiner
2017-08-01;2017-08-31;423;arulesNBMiner
2017-09-01;2017-09-30;476;arulesNBMiner
2017-10-01;2017-10-31;429;arulesNBMiner
2017-11-01;2017-11-30;414;arulesNBMiner
2017-12-01;2017-12-31;310;arulesNBMiner
2018-01-01;2018-01-31;382;arulesNBMiner
2018-02-01;2018-02-28;450;arulesNBMiner
2018-03-01;2018-03-31;439;arulesNBMiner
2018-04-01;2018-04-30;556;arulesNBMiner
2018-05-01;2018-05-31;450;arulesNBMiner
2018-06-01;2018-06-30;374;arulesNBMiner
2018-07-01;2018-07-31;347;arulesNBMiner
2018-08-01;2018-08-31;292;arulesNBMiner
2018-09-01;2018-09-30;592;arulesNBMiner
2018-10-01;2018-10-31;694;arulesNBMiner
2018-11-01;2018-11-30;526;arulesNBMiner
2018-12-01;2018-12-31;420;arulesNBMiner
2019-01-01;2019-01-31;496;arulesNBMiner
2019-02-01;2019-02-28;459;arulesNBMiner
2019-03-01;2019-03-31;817;arulesNBMiner
2019-04-01;2019-04-30;622;arulesNBMiner
2019-05-01;2019-05-31;942;arulesNBMiner
2019-06-01;2019-06-30;415;arulesNBMiner
2019-07-01;2019-07-31;731;arulesNBMiner
2019-08-01;2019-08-31;555;arulesNBMiner
2019-09-01;2019-09-30;656;arulesNBMiner
2019-10-01;2019-10-31;637;arulesNBMiner
2019-11-01;2019-11-30;613;arulesNBMiner
2019-12-01;2019-12-31;796;arulesNBMiner
2020-01-01;2020-01-31;1180;arulesNBMiner
2020-02-01;2020-02-29;741;arulesNBMiner
2020-03-01;2020-03-31;676;arulesNBMiner
2020-04-01;2020-04-30;941;arulesNBMiner
2020-05-01;2020-05-31;1246;arulesNBMiner
2020-06-01;2020-06-30;856;arulesNBMiner
2020-07-01;2020-07-31;809;arulesNBMiner
2020-08-01;2020-08-31;773;arulesNBMiner
2020-09-01;2020-09-30;870;arulesNBMiner
2020-10-01;2020-10-31;733;arulesNBMiner
2020-11-01;2020-11-30;756;arulesNBMiner
2020-12-01;2020-12-31;766;arulesNBMiner
2021-01-01;2021-01-31;661;arulesNBMiner
2021-02-01;2021-02-28;714;arulesNBMiner
2021-03-01;2021-03-31;599;arulesNBMiner
2021-04-01;2021-04-30;520;arulesNBMiner
2021-05-01;2021-05-31;566;arulesNBMiner
2021-06-01;2021-06-30;484;arulesNBMiner
2021-07-01;2021-07-31;464;arulesNBMiner
2021-08-01;2021-08-31;665;arulesNBMiner
2021-09-01;2021-09-30;777;arulesNBMiner
2021-10-01;2021-10-31;835;arulesNBMiner
2021-11-01;2021-11-30;1078;arulesNBMiner
2021-12-01;2021-12-31;614;arulesNBMiner
2022-01-01;2022-01-31;423;arulesNBMiner
2022-02-01;2022-02-28;505;arulesNBMiner
2022-03-01;2022-03-31;675;arulesNBMiner
2022-04-01;2022-04-30;577;arulesNBMiner
2022-05-01;2022-05-31;615;arulesNBMiner
2022-06-01;2022-06-30;473;arulesNBMiner
2022-07-01;2022-07-31;553;arulesNBMiner
2022-08-01;2022-08-31;421;arulesNBMiner
2022-09-01;2022-09-30;422;arulesNBMiner
2022-10-01;2022-10-31;514;arulesNBMiner
2022-11-01;2022-11-30;451;arulesNBMiner
2022-12-01;2022-12-31;263;arulesNBMiner
2023-01-01;2023-01-31;303;arulesNBMiner
2023-02-01;2023-02-28;317;arulesNBMiner
2023-03-01;2023-03-31;471;arulesNBMiner
2023-04-01;2023-04-30;411;arulesNBMiner
2023-05-01;2023-05-31;380;arulesNBMiner
2023-06-01;2023-06-30;336;arulesNBMiner
2023-07-01;2023-07-31;278;arulesNBMiner
2023-08-01;2023-08-31;313;arulesNBMiner
2023-09-01;2023-09-30;262;arulesNBMiner
2023-10-01;2023-10-31;301;arulesNBMiner
2023-11-01;2023-11-30;352;arulesNBMiner
2023-12-01;2023-12-31;249;arulesNBMiner
2024-01-01;2024-01-31;546;arulesNBMiner
2024-02-01;2024-02-29;268;arulesNBMiner
2024-03-01;2024-03-31;340;arulesNBMiner
2024-04-01;2024-04-30;313;arulesNBMiner
2024-05-01;2024-05-31;332;arulesNBMiner
2024-06-01;2024-06-26;215;arulesNBMiner
2017-02-01;2017-02-28;956;AWR
2017-03-01;2017-03-31;247;AWR
2017-04-01;2017-04-30;403;AWR
2017-05-01;2017-05-31;264;AWR
2017-06-01;2017-06-30;278;AWR
2017-07-01;2017-07-31;259;AWR
2017-08-01;2017-08-31;223;AWR
2017-09-01;2017-09-30;861;AWR
2017-10-01;2017-10-31;312;AWR
2017-11-01;2017-11-30;225;AWR
2017-12-01;2017-12-31;168;AWR
2018-01-01;2018-01-31;222;AWR
2018-02-01;2018-02-28;226;AWR
2018-03-01;2018-03-31;199;AWR
2018-04-01;2018-04-30;316;AWR
2018-05-01;2018-05-31;350;AWR
2018-06-01;2018-06-30;897;AWR
2018-07-01;2018-07-31;281;AWR
2018-08-01;2018-08-31;222;AWR
2018-09-01;2018-09-30;528;AWR
2018-10-01;2018-10-31;497;AWR
2018-11-01;2018-11-30;411;AWR
2018-12-01;2018-12-31;371;AWR
2019-01-01;2019-01-31;467;AWR
2019-02-01;2019-02-28;438;AWR
2019-03-01;2019-03-31;748;AWR
2019-04-01;2019-04-30;595;AWR
2019-05-01;2019-05-31;741;AWR
2019-06-01;2019-06-30;379;AWR
2019-07-01;2019-07-31;586;AWR
2019-08-01;2019-08-31;497;AWR
2019-09-01;2019-09-30;524;AWR
2019-10-01;2019-10-31;449;AWR
2019-11-01;2019-11-30;533;AWR
2019-12-01;2019-12-31;582;AWR
2020-01-01;2020-01-31;1049;AWR
2020-02-01;2020-02-29;944;AWR
2020-03-01;2020-03-31;956;AWR
2020-04-01;2020-04-30;870;AWR
2020-05-01;2020-05-31;1038;AWR
2020-06-01;2020-06-30;844;AWR
2020-07-01;2020-07-31;832;AWR
2020-08-01;2020-08-31;807;AWR
2020-09-01;2020-09-30;941;AWR
2020-10-01;2020-10-31;847;AWR
2020-11-01;2020-11-30;777;AWR
2020-12-01;2020-12-31;854;AWR
2021-01-01;2021-01-31;752;AWR
2021-02-01;2021-02-28;819;AWR
2021-03-01;2021-03-31;710;AWR
2021-04-01;2021-04-30;829;AWR
2021-05-01;2021-05-31;724;AWR
2021-06-01;2021-06-30;536;AWR
2021-07-01;2021-07-31;539;AWR
2021-08-01;2021-08-31;752;AWR
2021-09-01;2021-09-30;550;AWR
2021-10-01;2021-10-31;750;AWR
2021-11-01;2021-11-30;1057;AWR
2021-12-01;2021-12-31;514;AWR
2022-01-01;2022-01-31;354;AWR
2022-02-01;2022-02-28;418;AWR
2022-03-01;2022-03-31;573;AWR
2022-04-01;2022-04-30;457;AWR
2022-05-01;2022-05-31;505;AWR
2022-06-01;2022-06-30;450;AWR
2022-07-01;2022-07-31;494;AWR
2022-08-01;2022-08-31;363;AWR
2022-09-01;2022-09-30;362;AWR
2022-10-01;2022-10-31;425;AWR
2022-11-01;2022-11-30;397;AWR
2022-12-01;2022-12-31;239;AWR
2023-01-01;2023-01-31;245;AWR
2023-02-01;2023-02-28;260;AWR
2023-03-01;2023-03-31;357;AWR
2023-04-01;2023-04-30;314;AWR
2023-05-01;2023-05-31;304;AWR
2023-06-01;2023-06-30;267;AWR
2023-07-01;2023-07-31;244;AWR
2023-08-01;2023-08-31;274;AWR
2023-09-01;2023-09-30;236;AWR
2023-10-01;2023-10-31;231;AWR
2023-11-01;2023-11-30;333;AWR
2023-12-01;2023-12-31;222;AWR
2024-01-01;2024-01-31;471;AWR
2024-02-01;2024-02-29;216;AWR
2024-03-01;2024-03-31;262;AWR
2024-04-01;2024-04-30;231;AWR
2024-05-01;2024-05-31;248;AWR
2024-06-01;2024-06-26;153;AWR
2017-02-01;2017-02-28;210;AWR.Kinesis
2017-03-01;2017-03-31;224;AWR.Kinesis
2017-04-01;2017-04-30;394;AWR.Kinesis
2017-05-01;2017-05-31;185;AWR.Kinesis
2017-06-01;2017-06-30;178;AWR.Kinesis
2017-07-01;2017-07-31;179;AWR.Kinesis
2017-08-01;2017-08-31;179;AWR.Kinesis
2017-09-01;2017-09-30;225;AWR.Kinesis
2017-10-01;2017-10-31;196;AWR.Kinesis
2017-11-01;2017-11-30;174;AWR.Kinesis
2017-12-01;2017-12-31;129;AWR.Kinesis
2018-01-01;2018-01-31;182;AWR.Kinesis
2018-02-01;2018-02-28;178;AWR.Kinesis
2018-03-01;2018-03-31;166;AWR.Kinesis
2018-04-01;2018-04-30;272;AWR.Kinesis
2018-05-01;2018-05-31;218;AWR.Kinesis
2018-06-01;2018-06-30;787;AWR.Kinesis
2018-07-01;2018-07-31;195;AWR.Kinesis
2018-08-01;2018-08-31;128;AWR.Kinesis
2018-09-01;2018-09-30;414;AWR.Kinesis
2018-10-01;2018-10-31;348;AWR.Kinesis
2018-11-01;2018-11-30;335;AWR.Kinesis
2018-12-01;2018-12-31;288;AWR.Kinesis
2019-01-01;2019-01-31;358;AWR.Kinesis
2019-02-01;2019-02-28;302;AWR.Kinesis
2019-03-01;2019-03-31;584;AWR.Kinesis
2019-04-01;2019-04-30;438;AWR.Kinesis
2019-05-01;2019-05-31;539;AWR.Kinesis
2019-06-01;2019-06-30;234;AWR.Kinesis
2019-07-01;2019-07-31;562;AWR.Kinesis
2019-08-01;2019-08-31;472;AWR.Kinesis
2019-09-01;2019-09-30;397;AWR.Kinesis
2019-10-01;2019-10-31;312;AWR.Kinesis
2019-11-01;2019-11-30;341;AWR.Kinesis
2019-12-01;2019-12-31;450;AWR.Kinesis
2020-01-01;2020-01-31;871;AWR.Kinesis
2020-02-01;2020-02-29;803;AWR.Kinesis
2020-03-01;2020-03-31;820;AWR.Kinesis
2020-04-01;2020-04-30;800;AWR.Kinesis
2020-05-01;2020-05-31;999;AWR.Kinesis
2020-06-01;2020-06-30;900;AWR.Kinesis
2020-07-01;2020-07-31;838;AWR.Kinesis
2020-08-01;2020-08-31;838;AWR.Kinesis
2020-09-01;2020-09-30;962;AWR.Kinesis
2020-10-01;2020-10-31;870;AWR.Kinesis
2020-11-01;2020-11-30;826;AWR.Kinesis
2020-12-01;2020-12-31;822;AWR.Kinesis
2021-01-01;2021-01-31;761;AWR.Kinesis
2021-02-01;2021-02-28;790;AWR.Kinesis
2021-03-01;2021-03-31;706;AWR.Kinesis
2021-04-01;2021-04-30;580;AWR.Kinesis
2021-05-01;2021-05-31;634;AWR.Kinesis
2021-06-01;2021-06-30;584;AWR.Kinesis
2021-07-01;2021-07-31;624;AWR.Kinesis
2021-08-01;2021-08-31;769;AWR.Kinesis
2021-09-01;2021-09-30;1698;AWR.Kinesis
2021-10-01;2021-10-31;746;AWR.Kinesis
2021-11-01;2021-11-30;931;AWR.Kinesis
2021-12-01;2021-12-31;589;AWR.Kinesis
2022-01-01;2022-01-31;405;AWR.Kinesis
2022-02-01;2022-02-28;471;AWR.Kinesis
2022-03-01;2022-03-31;619;AWR.Kinesis
2022-04-01;2022-04-30;556;AWR.Kinesis
2022-05-01;2022-05-31;833;AWR.Kinesis
2022-06-01;2022-06-30;433;AWR.Kinesis
2022-07-01;2022-07-31;616;AWR.Kinesis
2022-08-01;2022-08-31;432;AWR.Kinesis
2022-09-01;2022-09-30;447;AWR.Kinesis
2022-10-01;2022-10-31;499;AWR.Kinesis
2022-11-01;2022-11-30;401;AWR.Kinesis
2022-12-01;2022-12-31;214;AWR.Kinesis
2023-01-01;2023-01-31;219;AWR.Kinesis
2023-02-01;2023-02-28;224;AWR.Kinesis
2023-03-01;2023-03-31;292;AWR.Kinesis
2023-04-01;2023-04-30;333;AWR.Kinesis
2023-05-01;2023-05-31;576;AWR.Kinesis
2023-06-01;2023-06-30;520;AWR.Kinesis
2023-07-01;2023-07-31;542;AWR.Kinesis
2023-08-01;2023-08-31;613;AWR.Kinesis
2023-09-01;2023-09-30;288;AWR.Kinesis
2023-10-01;2023-10-31;264;AWR.Kinesis
2023-11-01;2023-11-30;324;AWR.Kinesis
2023-12-01;2023-12-31;260;AWR.Kinesis
2024-01-01;2024-01-31;523;AWR.Kinesis
2024-02-01;2024-02-29;240;AWR.Kinesis
2024-03-01;2024-03-31;285;AWR.Kinesis
2024-04-01;2024-04-30;262;AWR.Kinesis
2024-05-01;2024-05-31;286;AWR.Kinesis
2024-06-01;2024-06-26;184;AWR.Kinesis
2014-01-01;2014-01-31;257;bartMachine
2014-02-01;2014-02-28;277;bartMachine
2014-03-01;2014-03-31;263;bartMachine
2014-04-01;2014-04-30;297;bartMachine
2014-05-01;2014-05-31;237;bartMachine
2014-06-01;2014-06-30;251;bartMachine
2014-07-01;2014-07-31;689;bartMachine
2014-08-01;2014-08-31;1215;bartMachine
2014-09-01;2014-09-30;782;bartMachine
2014-10-01;2014-10-31;897;bartMachine
2014-11-01;2014-11-30;762;bartMachine
2014-12-01;2014-12-31;717;bartMachine
2015-01-01;2015-01-31;798;bartMachine
2015-02-01;2015-02-28;650;bartMachine
2015-03-01;2015-03-31;736;bartMachine
2015-04-01;2015-04-30;685;bartMachine
2015-05-01;2015-05-31;530;bartMachine
2015-06-01;2015-06-30;726;bartMachine
2015-07-01;2015-07-31;697;bartMachine
2015-08-01;2015-08-31;579;bartMachine
2015-09-01;2015-09-30;707;bartMachine
2015-10-01;2015-10-31;704;bartMachine
2015-11-01;2015-11-30;744;bartMachine
2015-12-01;2015-12-31;628;bartMachine
2016-01-01;2016-01-31;618;bartMachine
2016-02-01;2016-02-29;666;bartMachine
2016-03-01;2016-03-31;785;bartMachine
2016-04-01;2016-04-30;816;bartMachine
2016-05-01;2016-05-31;811;bartMachine
2016-06-01;2016-06-30;616;bartMachine
2016-07-01;2016-07-31;634;bartMachine
2016-08-01;2016-08-31;587;bartMachine
2016-09-01;2016-09-30;702;bartMachine
2016-10-01;2016-10-31;654;bartMachine
2016-11-01;2016-11-30;868;bartMachine
2016-12-01;2016-12-31;785;bartMachine
2017-01-01;2017-01-31;670;bartMachine
2017-02-01;2017-02-28;616;bartMachine
2017-03-01;2017-03-31;941;bartMachine
2017-04-01;2017-04-30;1251;bartMachine
2017-05-01;2017-05-31;1045;bartMachine
2017-06-01;2017-06-30;1055;bartMachine
2017-07-01;2017-07-31;896;bartMachine
2017-08-01;2017-08-31;783;bartMachine
2017-09-01;2017-09-30;735;bartMachine
2017-10-01;2017-10-31;749;bartMachine
2017-11-01;2017-11-30;828;bartMachine
2017-12-01;2017-12-31;841;bartMachine
2018-01-01;2018-01-31;904;bartMachine
2018-02-01;2018-02-28;836;bartMachine
2018-03-01;2018-03-31;4324;bartMachine
2018-04-01;2018-04-30;4143;bartMachine
2018-05-01;2018-05-31;2926;bartMachine
2018-06-01;2018-06-30;2004;bartMachine
2018-07-01;2018-07-31;2160;bartMachine
2018-08-01;2018-08-31;2022;bartMachine
2018-09-01;2018-09-30;2342;bartMachine
2018-10-01;2018-10-31;2847;bartMachine
2018-11-01;2018-11-30;3090;bartMachine
2018-12-01;2018-12-31;1909;bartMachine
2019-01-01;2019-01-31;2082;bartMachine
2019-02-01;2019-02-28;2409;bartMachine
2019-03-01;2019-03-31;2448;bartMachine
2019-04-01;2019-04-30;2690;bartMachine
2019-05-01;2019-05-31;3197;bartMachine
2019-06-01;2019-06-30;2452;bartMachine
2019-07-01;2019-07-31;2933;bartMachine
2019-08-01;2019-08-31;2527;bartMachine
2019-09-01;2019-09-30;2607;bartMachine
2019-10-01;2019-10-31;2887;bartMachine
2019-11-01;2019-11-30;3275;bartMachine
2019-12-01;2019-12-31;2792;bartMachine
2020-01-01;2020-01-31;3319;bartMachine
2020-02-01;2020-02-29;3352;bartMachine
2020-03-01;2020-03-31;3986;bartMachine
2020-04-01;2020-04-30;4503;bartMachine
2020-05-01;2020-05-31;4103;bartMachine
2020-06-01;2020-06-30;3382;bartMachine
2020-07-01;2020-07-31;8609;bartMachine
2020-08-01;2020-08-31;4275;bartMachine
2020-09-01;2020-09-30;3595;bartMachine
2020-10-01;2020-10-31;3757;bartMachine
2020-11-01;2020-11-30;3676;bartMachine
2020-12-01;2020-12-31;4046;bartMachine
2021-01-01;2021-01-31;3501;bartMachine
2021-02-01;2021-02-28;3859;bartMachine
2021-03-01;2021-03-31;3792;bartMachine
2021-04-01;2021-04-30;3485;bartMachine
2021-05-01;2021-05-31;3443;bartMachine
2021-06-01;2021-06-30;2960;bartMachine
2021-07-01;2021-07-31;2982;bartMachine
2021-08-01;2021-08-31;2698;bartMachine
2021-09-01;2021-09-30;2764;bartMachine
2021-10-01;2021-10-31;3565;bartMachine
2021-11-01;2021-11-30;3894;bartMachine
2021-12-01;2021-12-31;2837;bartMachine
2022-01-01;2022-01-31;2460;bartMachine
2022-02-01;2022-02-28;2544;bartMachine
2022-03-01;2022-03-31;3022;bartMachine
2022-04-01;2022-04-30;2832;bartMachine
2022-05-01;2022-05-31;3282;bartMachine
2022-06-01;2022-06-30;2654;bartMachine
2022-07-01;2022-07-31;2316;bartMachine
2022-08-01;2022-08-31;3206;bartMachine
2022-09-01;2022-09-30;2854;bartMachine
2022-10-01;2022-10-31;3796;bartMachine
2022-11-01;2022-11-30;3572;bartMachine
2022-12-01;2022-12-31;2227;bartMachine
2023-01-01;2023-01-31;2755;bartMachine
2023-02-01;2023-02-28;2683;bartMachine
2023-03-01;2023-03-31;3586;bartMachine
2023-04-01;2023-04-30;2842;bartMachine
2023-05-01;2023-05-31;2767;bartMachine
2023-06-01;2023-06-30;2686;bartMachine
2023-07-01;2023-07-31;3625;bartMachine
2023-08-01;2023-08-31;2263;bartMachine
2023-09-01;2023-09-30;2121;bartMachine
2023-10-01;2023-10-31;3283;bartMachine
2023-11-01;2023-11-30;2535;bartMachine
2023-12-01;2023-12-31;1965;bartMachine
2024-01-01;2024-01-31;5443;bartMachine
2024-02-01;2024-02-29;2165;bartMachine
2024-03-01;2024-03-31;2534;bartMachine
2024-04-01;2024-04-30;4176;bartMachine
2024-05-01;2024-05-31;2777;bartMachine
2024-06-01;2024-06-26;1483;bartMachine
2016-02-01;2016-02-29;104;bartMachineJARs
2016-03-01;2016-03-31;658;bartMachineJARs
2016-04-01;2016-04-30;635;bartMachineJARs
2016-05-01;2016-05-31;557;bartMachineJARs
2016-06-01;2016-06-30;543;bartMachineJARs
2016-07-01;2016-07-31;575;bartMachineJARs
2016-08-01;2016-08-31;526;bartMachineJARs
2016-09-01;2016-09-30;654;bartMachineJARs
2016-10-01;2016-10-31;603;bartMachineJARs
2016-11-01;2016-11-30;790;bartMachineJARs
2016-12-01;2016-12-31;721;bartMachineJARs
2017-01-01;2017-01-31;627;bartMachineJARs
2017-02-01;2017-02-28;588;bartMachineJARs
2017-03-01;2017-03-31;810;bartMachineJARs
2017-04-01;2017-04-30;1124;bartMachineJARs
2017-05-01;2017-05-31;923;bartMachineJARs
2017-06-01;2017-06-30;1032;bartMachineJARs
2017-07-01;2017-07-31;796;bartMachineJARs
2017-08-01;2017-08-31;751;bartMachineJARs
2017-09-01;2017-09-30;705;bartMachineJARs
2017-10-01;2017-10-31;675;bartMachineJARs
2017-11-01;2017-11-30;732;bartMachineJARs
2017-12-01;2017-12-31;649;bartMachineJARs
2018-01-01;2018-01-31;762;bartMachineJARs
2018-02-01;2018-02-28;735;bartMachineJARs
2018-03-01;2018-03-31;2530;bartMachineJARs
2018-04-01;2018-04-30;1370;bartMachineJARs
2018-05-01;2018-05-31;1280;bartMachineJARs
2018-06-01;2018-06-30;1790;bartMachineJARs
2018-07-01;2018-07-31;1988;bartMachineJARs
2018-08-01;2018-08-31;1920;bartMachineJARs
2018-09-01;2018-09-30;2226;bartMachineJARs
2018-10-01;2018-10-31;2681;bartMachineJARs
2018-11-01;2018-11-30;2954;bartMachineJARs
2018-12-01;2018-12-31;1825;bartMachineJARs
2019-01-01;2019-01-31;1908;bartMachineJARs
2019-02-01;2019-02-28;2184;bartMachineJARs
2019-03-01;2019-03-31;2175;bartMachineJARs
2019-04-01;2019-04-30;2464;bartMachineJARs
2019-05-01;2019-05-31;2927;bartMachineJARs
2019-06-01;2019-06-30;2213;bartMachineJARs
2019-07-01;2019-07-31;2667;bartMachineJARs
2019-08-01;2019-08-31;2367;bartMachineJARs
2019-09-01;2019-09-30;2446;bartMachineJARs
2019-10-01;2019-10-31;2551;bartMachineJARs
2019-11-01;2019-11-30;2742;bartMachineJARs
2019-12-01;2019-12-31;2526;bartMachineJARs
2020-01-01;2020-01-31;3034;bartMachineJARs
2020-02-01;2020-02-29;3117;bartMachineJARs
2020-03-01;2020-03-31;3777;bartMachineJARs
2020-04-01;2020-04-30;4100;bartMachineJARs
2020-05-01;2020-05-31;3922;bartMachineJARs
2020-06-01;2020-06-30;3231;bartMachineJARs
2020-07-01;2020-07-31;7229;bartMachineJARs
2020-08-01;2020-08-31;2455;bartMachineJARs
